City,Country,Lat,Lng,Date,Max Temp,Cloudiness,Wind Speed,Humidity
dikson,RU,73.51,80.55,1587869466,18.3,100,12.8,96
carnarvon,AU,-24.87,113.63,1587869533,82.44,83,11.3,47
kulebaki,RU,55.41,42.53,1587869533,40.48,100,4.25,92
agadir,MA,30.42,-9.6,1587869533,59.0,20,5.82,77
bengkulu,ID,-3.8,102.27,1587869533,85.37,95,0.72,66
atuona,PF,-9.8,-139.03,1587869533,82.35,27,17.0,79
mackay,AU,-21.15,149.2,1587869534,84.0,4,16.11,61
makakilo city,US,21.35,-158.09,1587869448,84.2,1,4.7,45
kaya,BF,13.09,-1.08,1587869534,90.55,45,3.74,20
berlevag,NO,70.86,29.09,1587868954,32.59,100,24.72,94
mount gambier,AU,-37.83,140.77,1587869508,60.8,50,19.46,59
barreirinhas,BR,-2.75,-42.83,1587869534,78.71,100,2.82,81
hamilton,US,39.18,-84.53,1587869534,55.99,90,4.09,100
juneau,US,58.3,-134.42,1587869534,46.4,90,5.82,87
salalah,OM,17.02,54.09,1587869310,80.44,2,4.79,73
mozarlandia,BR,-14.74,-50.57,1587869535,73.58,0,3.89,77
thompson,CA,55.74,-97.86,1587869535,46.4,20,6.93,42
abu dhabi,AE,24.47,54.37,1587869526,84.99,0,2.24,23
aksu,CN,41.12,80.26,1587869535,69.53,77,4.85,18
georgetown,MY,5.41,100.34,1587869535,86.0,20,4.7,88
minbu,MM,20.18,94.88,1587869535,86.09,84,2.8,48
sao joao da barra,BR,-21.64,-41.05,1587869536,72.93,0,7.29,82
bogorodskoye,RU,56.55,37.88,1587869536,31.05,11,3.15,90
peleduy,RU,59.63,112.74,1587869536,53.38,95,10.92,64
saint george,US,37.1,-113.58,1587868772,82.4,1,3.67,17
coquimbo,CL,-29.95,-71.34,1587869536,59.0,15,4.7,87
avarua,CK,-21.21,-159.78,1587869465,82.4,62,4.7,69
asau,RO,46.43,26.4,1587869536,42.01,15,4.74,67
brae,GB,60.4,-1.35,1587869536,42.8,100,9.17,87
airai,TL,-8.93,125.41,1587869537,72.45,34,4.14,44
barcelos,PT,41.54,-8.62,1587869537,51.8,40,6.93,93
ballina,AU,-28.87,153.57,1587869537,82.0,0,11.41,50
faanui,PF,-16.48,-151.75,1587869528,82.6,1,6.78,70
sinnamary,GF,5.38,-52.95,1587869537,78.94,100,13.04,86
kathmandu,NP,27.72,85.32,1587868673,60.8,75,4.7,93
necochea,AR,-38.55,-58.74,1587869537,55.99,0,8.01,82
pennathur,IN,12.25,79.23,1587869538,88.61,93,9.42,57
adrar,MR,20.5,-10.07,1587869487,75.13,0,8.63,17
tevaitoa,PF,-16.78,-151.5,1587869538,83.57,0,6.17,68
akyab,MM,20.15,92.9,1587869538,85.96,11,7.61,61
tucumcari,US,35.17,-103.72,1587869538,64.4,1,8.05,27
ust-tsilma,RU,65.44,52.15,1587869540,30.49,100,6.87,94
oistins,BB,13.07,-59.53,1587869540,80.6,75,21.92,69
filingue,NE,14.35,3.32,1587869540,88.72,4,2.55,24
karad,IN,17.28,74.2,1587869541,85.69,19,3.62,23
anadyr,RU,64.75,177.48,1587869541,19.4,90,13.42,85
jahazpur,IN,25.62,75.28,1587869541,87.94,0,4.68,24
walvis bay,NA,-22.96,14.51,1587868945,55.99,57,1.12,100
upernavik,GL,72.79,-56.15,1587869481,31.51,97,9.4,92
cayenne,GF,4.93,-52.33,1587869542,77.0,100,3.36,100
saint-philippe,RE,-21.36,55.77,1587869542,73.4,0,4.7,78
east london,ZA,-33.02,27.91,1587869542,64.31,99,13.38,79
bassano,CA,50.78,-112.47,1587869542,57.0,84,7.0,44
naze,JP,28.37,129.48,1587869542,68.0,75,2.24,60
biak,ID,-0.91,122.88,1587869542,78.01,100,18.48,81
lebu,CL,-37.62,-73.65,1587869542,54.79,36,8.55,92
ilulissat,GL,69.22,-51.1,1587869506,44.6,63,21.92,36
aklavik,CA,68.22,-135.01,1587869543,14.0,5,8.05,43
henties bay,NA,-22.12,14.28,1587869543,55.99,34,6.08,96
martil,MA,35.62,-5.28,1587869543,59.0,30,9.17,77
kruisfontein,ZA,-34.0,24.73,1587869543,57.38,12,11.16,84
verkhoyansk,RU,67.54,133.38,1587869543,35.01,46,8.5,81
yenagoa,NG,4.92,6.26,1587869543,74.91,100,6.51,93
ahipara,NZ,-35.17,173.17,1587869544,65.61,30,5.93,71
great falls,US,47.5,-111.3,1587869544,60.8,75,10.29,30
coihueco,CL,-36.62,-71.83,1587869544,51.8,0,4.7,100
paralimni,CY,35.04,33.98,1587869544,55.4,0,2.24,93
kawalu,ID,-7.38,108.21,1587869544,86.49,47,4.16,54
norman wells,CA,65.28,-126.83,1587869487,15.8,5,3.36,43
sobolevo,RU,54.43,31.9,1587869545,33.66,45,5.12,82
mareeba,AU,-17.0,145.43,1587869545,82.99,45,5.99,73
wanning,CN,18.8,110.4,1587869545,77.25,60,10.31,74
atar,MR,20.52,-13.05,1587869545,70.2,0,7.43,22
linhares,BR,-19.39,-40.07,1587869457,69.21,9,4.34,91
cidreira,BR,-30.18,-50.21,1587869489,70.47,90,7.36,73
saint anthony,US,45.02,-93.22,1587869547,62.6,90,4.7,33
geraldton,AU,-28.77,114.6,1587869547,78.8,53,12.75,36
bowling green,US,36.99,-86.44,1587869547,57.2,90,9.17,100
amursk,RU,50.23,136.9,1587869548,43.05,88,11.07,61
piacabucu,BR,-10.41,-36.43,1587869548,77.18,2,6.35,86
aitape,PG,-3.14,142.35,1587869549,88.0,76,4.43,61
puri,IN,19.8,85.85,1587869549,84.2,20,5.82,83
arlit,NE,18.74,7.39,1587869550,87.98,9,9.51,10
narrabri,AU,-30.32,149.78,1587869550,78.8,63,14.99,36
mar del plata,AR,-38.0,-57.56,1587869290,57.99,20,14.99,76
virginia beach,US,36.85,-75.98,1587868982,54.0,90,6.93,93
maracas,BR,-13.44,-40.43,1587869551,63.21,62,2.95,78
san fernando,PH,15.03,120.69,1587869551,89.6,20,6.93,59
manaure,CO,11.78,-72.44,1587869551,80.65,41,18.37,74
lubaczow,PL,50.16,23.12,1587869551,41.0,86,7.29,72
antofagasta,CL,-23.65,-70.4,1587869552,60.8,40,9.17,93
wittlich,DE,49.98,6.88,1587869552,44.6,1,3.36,75
boyolangu,ID,-8.12,111.89,1587869552,86.14,72,7.0,64
tamandare,BR,-8.76,-35.1,1587869552,78.87,5,6.98,82
pingliang,CN,35.54,106.69,1587869552,69.57,0,11.36,11
kunming,CN,25.04,102.72,1587869496,57.0,40,4.47,75
mahebourg,MU,-20.41,57.7,1587869552,71.6,20,4.7,100
burgeo,CA,47.62,-57.62,1587869553,32.0,0,19.57,94
damara,CF,4.96,18.7,1587869553,75.2,20,3.36,78
ribeira grande,PT,38.52,-28.7,1587869482,56.41,91,17.45,72
cuauhtemoc,MX,28.42,-106.87,1587869553,66.87,9,4.59,12
hwange,ZW,-18.37,26.5,1587869553,62.11,0,1.1,55
clinton,US,42.59,-82.92,1587869448,50.0,75,11.41,37
avera,US,33.19,-82.53,1587869553,71.6,1,8.05,60
sao felix do xingu,BR,-6.64,-51.99,1587869553,72.07,14,1.7,90
arcata,US,40.87,-124.08,1587869553,57.99,20,4.34,93
malartic,CA,48.13,-78.13,1587869554,37.4,75,3.36,40
santarem,BR,-2.44,-54.71,1587869554,77.0,40,1.12,94
saldanha,ZA,-33.01,17.94,1587869554,59.0,0,3.36,72
ialibu,PG,-6.28,143.99,1587869554,75.2,40,4.7,69
iqaluit,CA,63.75,-68.51,1587869554,23.0,40,2.24,85
batagay,RU,67.63,134.63,1587869554,35.42,29,7.99,77
tupiza,BO,-21.45,-65.72,1587869554,57.61,0,4.16,21
bozeman,US,45.68,-111.04,1587869555,59.0,1,3.36,28
phonhong,LA,18.5,102.42,1587869555,82.4,40,2.24,65
nuuk,GL,64.18,-51.72,1587869555,33.8,99,5.82,74
san carlos de bariloche,AR,-41.15,-71.31,1587869555,52.0,75,4.7,87
eyl,SO,7.98,49.82,1587869555,82.98,100,6.58,75
coihaique,CL,-45.58,-72.07,1587869555,42.8,90,2.35,87
bouake,CI,7.69,-5.02,1587869556,73.24,100,4.21,82
maryville,US,35.76,-83.97,1587869556,60.8,90,19.46,77
shaping,CN,22.75,112.96,1587869556,73.99,97,1.01,77
flinders,AU,-34.58,150.86,1587869556,75.99,100,11.99,52
belyy yar,RU,53.6,91.39,1587869556,51.8,100,13.42,62
sur,OM,22.57,59.53,1587869556,85.96,9,7.78,49
guadalupe y calvo,MX,26.1,-106.97,1587869557,56.95,1,1.52,23
yaan,NG,7.38,8.57,1587869557,76.01,100,12.68,86
korla,CN,41.76,86.15,1587869380,72.5,0,2.73,13
cabo san lucas,MX,22.89,-109.91,1587869557,84.2,5,10.29,25
cordoba,AR,-31.41,-64.18,1587869397,63.0,90,5.82,88
chuy,UY,-33.7,-53.46,1587869557,64.67,100,13.11,90
port augusta,AU,-32.5,137.77,1587869557,68.0,40,17.22,77
mezen,RU,65.85,44.24,1587869557,27.72,100,9.57,98
caiaponia,BR,-16.96,-51.81,1587869524,67.75,9,3.87,76
mehamn,NO,71.04,27.85,1587869558,31.71,100,22.06,94
kuching,MY,1.55,110.33,1587869558,86.0,20,3.36,79
mamaku,NZ,-38.1,176.08,1587869558,70.0,12,1.99,66
hambantota,LK,6.12,81.12,1587869558,83.55,14,2.95,75
slonim,BY,53.09,25.32,1587869558,32.41,3,6.31,83
kununurra,AU,-15.77,128.73,1587869558,98.6,0,11.41,17
boralday,KZ,43.36,76.86,1587869558,60.8,75,6.71,72
ca mau,VN,9.18,105.15,1587869443,92.05,67,14.79,51
asenovgrad,BG,42.02,24.87,1587869559,46.4,54,2.24,75
kodiak,US,57.79,-152.41,1587869559,46.4,90,6.93,65
solnechnyy,RU,50.72,136.63,1587869559,39.2,92,7.4,63
buraydah,SA,26.33,43.98,1587869535,77.0,0,6.93,38
gat,IL,31.61,34.76,1587869559,57.99,49,9.93,77
quatre cocos,MU,-20.21,57.76,1587869559,75.0,20,4.7,100
isla vista,US,34.41,-119.86,1587869391,77.0,1,3.36,64
dunmore town,BS,25.5,-76.65,1587869560,79.84,92,12.95,84
nakhon phanom,TH,17.41,104.78,1587869560,80.6,2,4.7,61
hasaki,JP,35.73,140.83,1587869560,73.0,75,18.34,35
kudinovo,RU,55.0,36.25,1587869560,35.6,29,4.47,93
tebingtinggi,ID,3.33,99.16,1587869560,80.6,40,4.7,88
te anau,NZ,-45.42,167.72,1587869560,53.96,100,9.24,58
provideniya,RU,64.38,-173.3,1587869538,31.84,0,1.3,88
ozernovskiy,RU,51.5,156.52,1587869561,31.53,99,4.16,94
bonavista,CA,48.65,-53.11,1587869561,33.01,86,8.01,87
road town,VG,18.42,-64.62,1587869400,80.6,1,10.29,69
ornskoldsvik,SE,63.29,18.72,1587869561,33.8,16,8.05,64
mildura,AU,-34.2,142.15,1587869561,69.01,75,12.75,68
nanning,CN,22.82,108.32,1587869561,69.8,40,11.18,68
cap malheureux,MU,-19.98,57.61,1587869562,75.0,0,1.01,92
funadhoo,MV,6.15,73.27,1587869562,85.33,54,6.17,72
natal,BR,-5.79,-35.21,1587869562,77.0,40,9.17,94
balkhash,KZ,46.84,74.98,1587869562,54.25,94,16.06,62
hay river,CA,60.82,-115.8,1587869562,17.6,90,6.93,78
samarai,PG,-10.62,150.67,1587869562,85.77,33,4.7,66
nioro,GM,13.35,-15.75,1587869563,79.27,91,5.1,29
tevriz,RU,57.51,72.4,1587869563,50.94,82,13.58,52
huanren,CN,41.26,125.37,1587869563,54.68,38,6.53,34
pangai,TO,-19.8,-174.35,1587869564,80.4,46,4.99,74
ternate,ID,0.8,127.4,1587869564,87.78,89,2.19,61
port hardy,CA,50.7,-127.42,1587869521,50.0,75,6.93,76
bethel,US,41.37,-73.41,1587869453,48.99,75,6.93,39
duldurga,RU,50.68,113.59,1587869565,57.18,0,3.22,23
teacapan,MX,22.55,-105.75,1587869565,71.78,73,3.94,70
alice springs,AU,-23.7,133.88,1587869565,87.8,0,6.93,12
deputatskiy,RU,69.3,139.9,1587869492,26.92,64,5.68,86
bembereke,BJ,10.23,2.66,1587869565,80.82,100,9.15,56
lewistown,US,40.6,-77.57,1587869565,55.0,100,4.0,70
karratha,AU,-20.74,116.85,1587869565,91.45,7,20.87,39
jumla,NP,29.27,82.18,1587869566,57.29,84,1.57,26
ust-kuyga,RU,70.02,135.6,1587869566,33.73,89,20.49,88
poum,NC,-20.23,164.02,1587869566,76.62,62,15.43,68
broome,US,42.25,-75.83,1587869566,53.6,90,8.05,62
petropavlovka,RU,50.61,105.32,1587869566,69.98,67,0.69,30
kuldiga,LV,56.97,21.96,1587869566,42.8,75,8.05,75
santa vitoria do palmar,BR,-33.52,-53.37,1587869567,64.81,100,14.56,91
sorong,ID,-0.88,131.25,1587869567,86.4,54,4.97,73
severo-kurilsk,RU,50.68,156.12,1587869567,33.85,34,6.53,87
katangli,RU,51.71,143.23,1587869567,31.66,100,10.0,98
hohr-grenzhausen,DE,50.43,7.67,1587869567,42.01,0,2.06,89
bay roberts,CA,47.6,-53.26,1587869567,37.0,74,8.01,74
awbari,LY,26.59,12.78,1587869568,77.32,8,13.6,21
pevek,RU,69.7,170.31,1587869568,21.27,99,5.93,95
waraseoni,IN,21.75,80.03,1587869568,90.12,0,7.78,20
frankfort,ZA,-27.27,28.48,1587869568,50.79,1,6.44,49
sao filipe,CV,14.9,-24.5,1587869568,71.69,36,11.23,77
jackson,US,42.42,-122.83,1587869493,68.0,75,12.75,52
boa vista,BR,2.82,-60.67,1587869569,82.4,75,2.24,65
mahibadhoo,MV,3.78,72.97,1587869569,85.01,15,7.78,71
saskylakh,RU,71.92,114.08,1587869480,33.57,100,9.35,96
hammerfest,NO,70.66,23.68,1587869569,32.0,100,11.41,96
caloundra,AU,-26.8,153.13,1587869543,81.0,7,4.0,63
marsh harbour,BS,26.54,-77.06,1587869283,80.02,100,10.96,79
husavik,IS,66.04,-17.34,1587869570,32.0,100,9.17,89
basoko,CD,1.24,23.62,1587869573,71.69,65,0.83,85
doha,QA,25.29,51.53,1587869573,88.0,2,2.24,35
nizhniy kuranakh,RU,58.84,125.49,1587869574,44.96,0,6.08,51
yangambi,CD,0.81,24.43,1587869574,70.99,51,2.33,83
yakeshi,CN,49.28,120.73,1587869574,48.2,0,10.45,34
erzin,TR,36.96,36.2,1587869574,54.0,3,11.01,91
zvishavane,ZW,-20.33,30.07,1587869575,57.45,0,1.95,50
san andres,CO,12.58,-81.7,1587869339,82.4,40,6.93,83
kapustin yar,RU,48.58,45.74,1587869575,46.78,0,6.6,68
swift current,CA,50.28,-107.8,1587869575,55.4,75,12.75,32
havelock,US,34.88,-76.9,1587869576,62.6,90,8.05,82
hoa binh,VN,20.81,105.34,1587869576,68.0,75,4.7,82
pahrump,US,36.21,-115.98,1587869576,82.0,21,1.01,19
ormara,PK,25.21,64.64,1587869576,83.7,0,9.42,59
bay saint louis,US,30.31,-89.33,1587869576,75.2,1,10.29,47
harper,LR,4.38,-7.72,1587869576,80.33,93,7.74,86
los llanos de aridane,ES,28.66,-17.92,1587869577,60.8,90,6.93,72
fortuna,US,40.6,-124.16,1587869577,57.99,90,6.93,100
khash,IR,28.22,61.22,1587869577,75.63,0,1.72,15
inuvik,CA,68.35,-133.72,1587869527,14.0,5,8.05,43
querfurt,DE,51.38,11.6,1587869577,41.0,77,1.01,81
kvam,NO,61.67,9.69,1587869577,29.93,54,2.98,85
makat,KZ,47.65,53.35,1587869578,52.79,100,13.98,44
meulaboh,ID,4.14,96.13,1587869461,82.44,96,1.39,77
mpulungu,ZM,-8.76,31.11,1587869578,71.11,34,5.61,60
leningradskiy,RU,69.38,178.42,1587869578,25.05,92,13.6,94
dedza,MW,-14.38,34.33,1587869578,56.05,59,2.93,64
yeppoon,AU,-23.13,150.73,1587869578,82.4,40,10.29,51
padang,ID,-0.95,100.35,1587869578,79.29,100,3.4,75
emerald,AU,-23.53,148.17,1587869578,82.99,0,5.82,37
poso,ID,-1.4,120.75,1587869579,80.04,100,3.8,72
soyo,AO,-6.13,12.37,1587869579,78.08,100,5.12,87
sept-iles,CA,50.2,-66.38,1587869579,37.0,5,5.82,43
puksoozero,RU,62.59,40.61,1587869579,27.75,100,8.84,97
contai,IN,21.78,87.75,1587869580,84.18,18,8.72,64
erenhot,CN,43.65,111.98,1587869580,53.91,3,8.41,23
yagodnoye,RU,62.55,149.67,1587869580,28.92,78,1.83,81
ancud,CL,-41.87,-73.82,1587869580,55.0,75,8.05,100
zhumadian,CN,32.98,114.03,1587869580,71.92,0,7.76,39
batos,RO,46.88,24.67,1587869580,37.4,36,5.82,86
batticaloa,LK,7.71,81.69,1587869580,85.5,80,5.26,71
mwinilunga,ZM,-11.74,24.43,1587869581,58.32,3,3.91,64
wasilla,US,61.58,-149.44,1587869555,51.8,1,17.22,31
martapura,ID,-3.42,114.85,1587869581,84.2,40,11.41,79
pacific grove,US,36.62,-121.92,1587869317,64.4,1,6.93,63
fiumicino,IT,41.77,12.23,1587869286,54.0,75,4.7,100
daru,PG,-9.08,143.21,1587869581,84.83,85,11.01,74
balclutha,NZ,-46.23,169.75,1587869404,58.69,85,4.97,47
korem,ET,12.51,39.52,1587869581,58.08,24,2.77,39
puerto penasco,MX,31.32,-113.53,1587869582,77.0,0,5.01,66
bumiayu,ID,-8.02,112.63,1587869582,86.18,75,3.85,45
bom jesus,BR,-9.07,-44.36,1587869582,71.29,0,2.33,82
ugoofaaru,MV,5.67,73.0,1587869582,85.3,25,6.53,71
alta floresta,BR,-9.88,-56.09,1587869582,72.09,81,3.56,90
waingapu,ID,-9.66,120.26,1587869582,85.78,87,12.62,64
buala,SB,-8.14,159.59,1587869582,86.45,80,7.14,68
key west,US,24.56,-81.78,1587869583,84.0,75,6.93,88
ixtapa,MX,20.7,-105.2,1587869583,75.2,5,6.93,78
aktau,KZ,43.65,51.2,1587869583,53.6,90,11.18,87
kamien pomorski,PL,53.97,14.77,1587869583,39.99,0,1.12,93
evanston,US,42.04,-87.69,1587869583,44.6,90,9.17,75
clyde river,CA,70.47,-68.59,1587869583,14.0,90,5.82,85
suluq,LY,31.67,20.25,1587869583,60.8,59,9.01,68
hualmay,PE,-11.1,-77.61,1587869584,68.63,7,5.64,79
izvestkovyy,RU,48.98,131.55,1587869584,44.85,100,2.66,55
mitsamiouli,KM,-11.38,43.28,1587869584,82.69,3,11.48,76
busayra,JO,30.74,35.61,1587869584,46.29,38,5.23,68
bella union,UY,-30.28,-57.6,1587869344,72.52,64,14.32,73
yulara,AU,-25.24,130.99,1587869584,82.4,72,12.75,32
ossora,RU,59.24,163.07,1587869584,29.71,95,8.12,96
sangmelima,CM,2.93,11.98,1587869585,67.6,65,2.68,81
westport,US,41.14,-73.36,1587869397,50.0,1,3.36,53
patti,IN,31.28,74.86,1587869585,75.2,75,6.93,78
haines junction,CA,60.75,-137.51,1587869519,33.03,100,5.01,67
haldwani,IN,29.22,79.52,1587869410,81.52,75,10.56,38
